country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-18,14,49,14,23,22,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-19,8,37,12,21,19,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-20,16,43,23,25,16,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-21,19,51,22,28,10,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-22,15,46,19,23,8,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-23,18,48,23,21,12,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-24,19,50,19,16,17,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-25,20,57,22,17,26,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-26,23,56,24,27,27,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-27,29,58,35,35,22,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-28,-1,42,16,6,6,11
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-29,-8,28,3,-2,4,11
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-06-30,0,41,12,10,5,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-01,-46,-13,-21,-48,-34,24
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-02,-43,-3,-25,-45,-7,19
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-03,-34,7,-9,-33,-11,20
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-04,-32,4,-4,-33,-22,20
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-05,-26,17,-3,-26,-16,18
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-06,-26,15,-6,-25,-14,18
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-07,-24,16,-3,-23,-12,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-08,-18,26,-1,-19,-4,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-09,-20,33,-4,-17,14,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-10,-20,26,2,-15,5,15
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-11,-18,22,7,-16,-8,15
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-12,-15,30,4,-11,-4,15
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-13,-9,35,8,-6,-2,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-14,-4,40,13,0,2,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-15,34,70,24,37,19,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-16,36,80,19,47,55,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-17,33,72,30,46,28,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-18,40,76,42,53,16,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-19,43,92,50,73,0,3
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-20,51,113,61,66,-38,8
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-21,-16,22,60,-6,-66,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-22,5,50,64,33,-56,9
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-23,-32,17,13,-25,-23,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-24,-33,14,16,-28,-38,19
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-25,-24,22,24,-21,-33,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-26,-21,30,21,-18,-33,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-27,-20,27,17,-18,-31,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-28,-20,26,18,-18,-28,17
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-29,-26,17,4,-26,-26,18
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-30,-21,32,8,-18,-3,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-07-31,-14,37,21,1,-14,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-01,-11,33,22,1,-10,12
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-02,-9,39,17,-3,-6,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-03,-8,38,14,-3,-6,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-04,-10,35,16,-6,-10,14
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-05,-6,40,15,-3,2,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-06,-12,39,10,-5,14,12
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-07,-9,37,15,0,10,12
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-08,-5,35,22,0,-2,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-09,-3,43,18,4,1,12
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-10,1,44,17,8,2,11
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-11,28,60,28,36,12,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-12,29,63,27,38,16,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-13,24,64,26,37,28,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-14,29,66,36,46,20,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-15,23,56,47,33,-25,12
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-16,31,66,35,45,12,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-17,30,62,32,44,11,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-18,28,58,33,41,16,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-19,29,62,30,37,19,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-20,27,65,34,39,23,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-21,28,61,37,46,25,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-22,32,59,42,44,21,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-23,25,56,32,38,15,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-24,31,61,31,41,15,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-25,30,60,34,43,16,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-26,26,54,24,35,19,7
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-27,34,69,37,45,25,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-28,31,62,38,46,27,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-29,32,60,43,43,22,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-30,30,61,36,32,-8,10
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-08-31,34,64,35,45,17,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-01,32,62,36,42,17,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-02,35,66,33,43,21,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-03,37,73,41,49,27,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-04,33,65,38,49,26,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-05,34,61,41,45,23,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-06,36,68,39,46,17,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-07,39,70,37,49,17,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-08,38,68,40,50,19,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-09,41,73,39,51,22,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-10,41,78,41,56,26,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-11,39,71,41,56,27,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-12,42,70,48,55,24,3
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-13,38,71,39,50,18,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-14,36,67,33,47,16,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-15,40,70,41,52,18,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-16,41,72,38,52,21,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-17,39,75,39,55,22,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-18,36,67,40,53,27,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-19,35,62,41,47,23,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-20,38,70,41,49,18,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-21,39,69,38,50,20,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-22,38,68,39,50,24,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-23,42,73,40,53,27,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-24,43,79,46,59,27,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-25,32,63,37,52,31,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-26,37,64,43,50,29,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-27,37,69,38,48,24,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-28,39,71,37,51,24,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-29,37,66,38,49,25,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-09-30,45,77,42,55,31,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-01,49,86,49,64,32,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-02,41,74,45,60,34,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-03,39,67,45,53,30,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-04,42,75,44,56,25,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-05,44,74,42,59,24,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-06,46,75,46,58,23,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-07,48,80,42,63,30,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-08,54,91,48,69,31,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-09,45,77,47,67,35,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-10,49,78,54,65,33,3
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-11,48,83,50,63,25,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-12,51,84,53,66,22,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-13,48,80,61,63,18,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-14,43,75,51,53,17,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-15,26,59,31,32,11,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-16,36,68,43,59,27,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-17,38,66,46,57,28,3
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-18,35,65,36,52,23,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-19,36,65,34,55,21,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-20,25,54,31,33,-14,13
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-21,47,80,48,59,30,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-22,49,85,50,66,32,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-23,44,75,50,68,38,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-24,41,69,51,59,35,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-25,44,77,47,60,30,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-26,46,78,44,61,30,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-27,45,74,48,59,31,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-28,48,79,46,61,35,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-29,48,83,47,62,34,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-30,46,78,48,67,41,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-10-31,47,75,52,63,38,3
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-01,47,81,47,62,31,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-02,49,81,45,63,30,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-03,49,81,50,64,32,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-04,52,85,49,65,32,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-05,53,93,53,66,32,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-06,46,81,52,63,38,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-07,48,79,55,58,36,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-08,50,86,50,66,32,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-09,52,86,50,71,31,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-10,51,85,53,70,32,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-11,49,82,47,64,31,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-12,58,98,54,80,33,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-13,38,71,41,65,37,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-14,47,77,52,68,35,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-15,47,81,46,65,31,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-16,53,85,50,71,32,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-17,51,82,51,65,30,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-18,53,85,50,68,37,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-19,55,93,53,73,36,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-20,48,81,52,70,42,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-21,49,79,58,67,38,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-22,48,82,50,65,33,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-23,50,82,50,65,32,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-24,49,80,51,65,34,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-25,52,84,50,67,38,5
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-26,53,92,53,70,38,6
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-27,48,82,54,73,42,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-28,45,74,56,59,33,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-29,49,84,51,65,33,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-11-30,52,83,51,70,33,4
BD,Bangladesh,,,,,,ChIJp4vhgO2qrTARa_zhxOAoLQ8,2021-12-01,53,83,55,69,33,4
